time,type,sentCurrency,sentQuantity,receivedCurrency,receivedQuantity,feeCurrency,feeQuantity,id,description,txn partner,link
2023-07-25 19:30:53,Fee,,,,,ALGO,0.001,54XMGA6FH5GAQJXLOBWOYJN6SX2DJLFWSQQHK5ZZPVS6P27FPHJA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/54XMGA6FH5GAQJXLOBWOYJN6SX2DJLFWSQQHK5ZZPVS6P27FPHJA
2023-07-30 16:51:53,Fee,,,,,ALGO,0.001,WJKJMMYRZPKA2BI5QRSJSNI6SAGBLJOZI5LX7QJV4WM5QXZ47N3A,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/WJKJMMYRZPKA2BI5QRSJSNI6SAGBLJOZI5LX7QJV4WM5QXZ47N3A
2023-07-30 16:52:07,Receive,,,ELBX,5.,,,EBNTBSJKKCXFPFHCFF6FKHV5ZIBWOFXUW2EBZB4FURDLBDN5D5JQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/EBNTBSJKKCXFPFHCFF6FKHV5ZIBWOFXUW2EBZB4FURDLBDN5D5JQ
2023-07-30 16:55:37,Fee,,,,,ALGO,0.001,BN7OLA35HR7NLMOCLD55NBSZ6LB5I2YOAC3XVIJ6WORXVDDPXZWQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/BN7OLA35HR7NLMOCLD55NBSZ6LB5I2YOAC3XVIJ6WORXVDDPXZWQ
2023-07-30 17:05:16,Receive,,,AI-AW7,1.,,,RSI4NVOUEERX6B5ZCS2LM4HLEVPJ6UIIL32PAQLGQXRMDB4UMNIA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/RSI4NVOUEERX6B5ZCS2LM4HLEVPJ6UIIL32PAQLGQXRMDB4UMNIA
2023-07-30 17:05:54,Fee,,,,,ALGO,0.001,GEQXPY5MUNCAJBXNXM3GHYMWP56FEBE3W4GWAAWPEM6QSIPWPWKQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/GEQXPY5MUNCAJBXNXM3GHYMWP56FEBE3W4GWAAWPEM6QSIPWPWKQ
2023-07-30 17:06:49,Fee,,,,,ALGO,0.001,JBNYBTKQCYIVIYKKNTJP4KYYHKQINEBW2PKC6VHZBIPS7UN7HEKQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/JBNYBTKQCYIVIYKKNTJP4KYYHKQINEBW2PKC6VHZBIPS7UN7HEKQ
2023-07-30 17:07:09,Fee,,,,,ALGO,0.001,STOYCNGR6HY4YZRSUDPTGUK5QSIN54SL2ZZGVLZNGQIYQ3DPB2KA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/STOYCNGR6HY4YZRSUDPTGUK5QSIN54SL2ZZGVLZNGQIYQ3DPB2KA
2023-07-30 17:07:37,Fee,,,,,ALGO,0.001,D2VVU5J56MVG4CE4DAM4FYKCJQK5KC7RDNE5Y4ESAQJEQYTP7LTA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/D2VVU5J56MVG4CE4DAM4FYKCJQK5KC7RDNE5Y4ESAQJEQYTP7LTA
2023-07-30 17:07:57,Fee,,,,,ALGO,0.001,V677ZGDH22CIB74OD3FMSRFGZ6BFVZ3UQD3IAYTCG46E3TUNM72A,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/V677ZGDH22CIB74OD3FMSRFGZ6BFVZ3UQD3IAYTCG46E3TUNM72A
2023-07-30 17:08:11,Receive,,,LD711,1.,,,6CYMVQRLOF3INCICU6E6W4SVPWMQ3PWUNM2LN73RBTLF66LQVSZA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/6CYMVQRLOF3INCICU6E6W4SVPWMQ3PWUNM2LN73RBTLF66LQVSZA
2023-07-30 17:08:32,Receive,,,NK 0405,1.,,,PJXE734W7EKQWJMKJ4LUKB3VZZMKWEAVRKYTUNNFSIZYNJ5RDB3A,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/PJXE734W7EKQWJMKJ4LUKB3VZZMKWEAVRKYTUNNFSIZYNJ5RDB3A
2023-07-30 17:08:53,Receive,,,HASH,23.,,,OHSVUHO5NEVKWDDXDWDMVKDBIMXKSSM77LQREBS7FWSFQTLHW5WA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/OHSVUHO5NEVKWDDXDWDMVKDBIMXKSSM77LQREBS7FWSFQTLHW5WA
2023-07-30 17:09:13,Receive,,,BLOC9554,1.,,,JQ4PCMQZLWW3KUZZL2VL44GDKLQ2ELK4YVYDUNX2TMNUZKP7JYIA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/JQ4PCMQZLWW3KUZZL2VL44GDKLQ2ELK4YVYDUNX2TMNUZKP7JYIA
2023-07-30 17:09:30,Receive,,,BLOC6122,1.,,,HH6EKSDOTH7VUTICUXXG2Y4XJWIZVI3CUBFK7BSJP7B23SWJR5ZQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/HH6EKSDOTH7VUTICUXXG2Y4XJWIZVI3CUBFK7BSJP7B23SWJR5ZQ
2023-07-30 17:13:51,Receive,,,ALGO,1.,,,QJT6HE66KRNXUS5XUIFZAPGMZUHZZTSFECQ473SBFWQZPSMLWHLA,Receiver,BLOK3H2INZHVUOHXGWGQ42FRRDZO3ZOKNVWX532SLBXU5JESZG4S732CPM,https://lora.algokit.io/mainnet/transaction/QJT6HE66KRNXUS5XUIFZAPGMZUHZZTSFECQ473SBFWQZPSMLWHLA
2023-07-30 17:14:46,Receive,,,ALGO,101.324929,,,(Group- 1gsTM...) - InnerTxn #1 - Inner WL6YM...,Folks Finance : Folks Finance v2 : Withdrawal  ,2ZPNLKXWCOUJ2ONYWZEIWOUYRXL36VCIBGJ4ZJ2AAGET5SIRTHKSNFDJJ4,https://allo.info/tx/group/lGp/Bu9du6tmkjvi2wsPn0dRzvJeiu/hEOth+8igZbM=
2023-07-30 17:14:46,Fee,,,,,ALGO,0.006,Group Combined Fees - lGp/Bu9du6tmkjvi2wsPn0dRzvJeiu/hEOth+8igZbM=,Folks Finance : Folks Finance v2 : Withdrawal,Algorand Network,https://allo.info/tx/group/lGp/Bu9du6tmkjvi2wsPn0dRzvJeiu/hEOth+8igZbM=
2023-07-30 17:16:22,Send,ALGO,0.001,,,,,(Group- S9F7X...) - 4TRK5M3EJUPS4POBDNBJQS7YRNPIVPQWDNBO5ZIWIYCVCEF3RATQ,1 txns.  ,ABHE544MXL2CWMIZONAIUBNVELWYMKYKWBDNRLOEFQJN3LNF2ZWSMDEKBQ,https://allo.info/tx/group/S9F7X3KZKw3NhCOWdmO1IlP3JS8c8zT2q+8y91oFwHY=
2023-07-30 17:16:22,Fee,,,,,ALGO,0.001,Group Combined Fees - S9F7X3KZKw3NhCOWdmO1IlP3JS8c8zT2q+8y91oFwHY=,1 txns. ,Algorand Network,https://allo.info/tx/group/S9F7X3KZKw3NhCOWdmO1IlP3JS8c8zT2q+8y91oFwHY=
2023-07-30 17:17:27,Fee,,,,,ALGO,0.001,PNS55VJC4NHLQUGRYIFYYR7KWWLN2536B3F5C3X3QYJCYG4ZUIXA,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/PNS55VJC4NHLQUGRYIFYYR7KWWLN2536B3F5C3X3QYJCYG4ZUIXA
2023-07-30 17:18:22,Fee,,,,,ALGO,0.001,PWURNOOTPL4WXHHA3M5QCVFR5KVMNDPX2KCTYJJ2RTWTLSK4ZU6Q,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/PWURNOOTPL4WXHHA3M5QCVFR5KVMNDPX2KCTYJJ2RTWTLSK4ZU6Q
2023-07-30 17:18:46,Fee,,,,,ALGO,0.001,HD4XJSM4WFWANZHF4G5MRBUSJ4PPIBZGFD35AEJKS6M5WQISW6NA,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/HD4XJSM4WFWANZHF4G5MRBUSJ4PPIBZGFD35AEJKS6M5WQISW6NA
2023-07-30 17:22:42,Fee,,,,,ALGO,0.001,AVAKRQMZCMPCILJDOQ7LCUDQHWZ5OF37LRCPNDNOGZNHIV2GV25A,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/AVAKRQMZCMPCILJDOQ7LCUDQHWZ5OF37LRCPNDNOGZNHIV2GV25A
2023-07-30 17:23:20,Fee,,,,,ALGO,0.001,6I3MARTHYRNKM6644S5AHFMTBICMDVC4ZNMOCICTDDX6E3QL3XIA,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/6I3MARTHYRNKM6644S5AHFMTBICMDVC4ZNMOCICTDDX6E3QL3XIA
2023-07-30 17:24:22,Send,ALGO,42.,,,ALGO,0.001,D7IJZMUTCPUIK5EUPWAGUSQEGCQIPJ6GUBCR3B6WZ2RA35DMDMZQ,Sender,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/D7IJZMUTCPUIK5EUPWAGUSQEGCQIPJ6GUBCR3B6WZ2RA35DMDMZQ
2023-07-30 17:24:43,Send,ALGO,42.,,,ALGO,0.001,43BK66VQOV7HRRBWLJD4UGMX35WD35YHLOM5Q2QRZO67LWT4NDEQ,Sender,BLOK3H2INZHVUOHXGWGQ42FRRDZO3ZOKNVWX532SLBXU5JESZG4S732CPM,https://lora.algokit.io/mainnet/transaction/43BK66VQOV7HRRBWLJD4UGMX35WD35YHLOM5Q2QRZO67LWT4NDEQ
2023-07-30 17:25:24,Send,ALGO,0.002,,,,,(Group- VS1SK...) - WHZFLL5OR7NR3WE62ZF35YURMAPCN7GX4WT7VRW37BUKNUWGVB3A,1 txns.  ,ABHE544MXL2CWMIZONAIUBNVELWYMKYKWBDNRLOEFQJN3LNF2ZWSMDEKBQ,https://allo.info/tx/group/VS1SKTRsRYFmScLMGfpC6VKHYoLb75lB3LEAX8c+VzM=
2023-07-30 17:25:24,Fee,,,,,ALGO,0.001,Group Combined Fees - VS1SKTRsRYFmScLMGfpC6VKHYoLb75lB3LEAX8c+VzM=,1 txns. ,Algorand Network,https://allo.info/tx/group/VS1SKTRsRYFmScLMGfpC6VKHYoLb75lB3LEAX8c+VzM=
2023-07-30 17:32:37,Fee,,,,,ALGO,0.001,SUYVKE7YOTFMVRDKO4L2EODKRWZTMTVF4W7AOK4W4WNVYUZW7CDQ,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/SUYVKE7YOTFMVRDKO4L2EODKRWZTMTVF4W7AOK4W4WNVYUZW7CDQ
2023-07-30 17:50:45,Fee,,,,,ALGO,0.001,6GSTLXDLVGDTLMZ6SNFLO23GFVP22WE2GSVNY73KIO6MBIQVHRXA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/6GSTLXDLVGDTLMZ6SNFLO23GFVP22WE2GSVNY73KIO6MBIQVHRXA
2023-07-30 17:51:16,Fee,,,,,ALGO,0.001,LGYTVJEORFI3LWJWOFBTJPIPNC3GGJCICSAFDTVEE6JKB5CGE5PA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/LGYTVJEORFI3LWJWOFBTJPIPNC3GGJCICSAFDTVEE6JKB5CGE5PA
2023-07-30 17:51:33,Receive,,,WWH-KD1,1.,,,FSOCNGBNGU4GNPW5Y6SDXWGL4MXBCE7NEUS2RAXVONRNJDOAW44Q,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/FSOCNGBNGU4GNPW5Y6SDXWGL4MXBCE7NEUS2RAXVONRNJDOAW44Q
2023-07-30 17:51:54,Receive,,,gal 11,1.,,,TDDFUJ5W2Y7XJHLAEXSA7FK4VURHNNQSOFROFONDVHFRUVK7BLOA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/TDDFUJ5W2Y7XJHLAEXSA7FK4VURHNNQSOFROFONDVHFRUVK7BLOA
2023-07-30 17:54:28,Fee,,,,,ALGO,0.001,3HS5MTHHM3A43CJIJCNCWYG6U55AP2PQD2Q267AUJV77HHPAXF6Q,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/3HS5MTHHM3A43CJIJCNCWYG6U55AP2PQD2Q267AUJV77HHPAXF6Q
2023-07-30 17:54:49,Fee,,,,,ALGO,0.001,CP2P3PJDLQP4O6RJY4H3CHNHWJPNNHAHKVXTW7IJO6LETDCFXSNQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/CP2P3PJDLQP4O6RJY4H3CHNHWJPNNHAHKVXTW7IJO6LETDCFXSNQ
2023-07-30 17:55:09,Fee,,,,,ALGO,0.001,AGLR3LT4TEETOYOYPUEM533NAXBKITAZKZNWH6L4YEQRUBLREPZA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/AGLR3LT4TEETOYOYPUEM533NAXBKITAZKZNWH6L4YEQRUBLREPZA
2023-07-30 17:55:30,Receive,,,WWK#845,1.,,,T7HSZSZDGM2D6HD6WZ4LKLLB4KQ2PWH72SBJ2UYUX7E6BKZXCBZA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/T7HSZSZDGM2D6HD6WZ4LKLLB4KQ2PWH72SBJ2UYUX7E6BKZXCBZA
2023-07-30 17:55:47,Receive,,,FLIPALGO,1.,,,45DDIGQBYWRFQRHDZRZ7XZ4IN2V56ZVKOBPNLPEWRRDJQZKVAGSA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/45DDIGQBYWRFQRHDZRZ7XZ4IN2V56ZVKOBPNLPEWRRDJQZKVAGSA
2023-07-30 17:56:07,Receive,,,BBS0008,1.,,,UTMFLLPS3VDVKNP4TCCLPWMT4JCPVJJQKLMKZNKT5U5XOQI2LDMQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/UTMFLLPS3VDVKNP4TCCLPWMT4JCPVJJQKLMKZNKT5U5XOQI2LDMQ
2023-07-30 17:56:38,Fee,,,,,ALGO,0.001,MZGY3QCUENWZS7PJGTF5UUMH7B2NK5TVKSZTZB6VH6HCCUD5HAGA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/MZGY3QCUENWZS7PJGTF5UUMH7B2NK5TVKSZTZB6VH6HCCUD5HAGA
2023-07-30 17:56:52,Receive,,,hshslash,9993.,,,2PKQEEMNVLF43NGC4LN6TCO3A2G3Y3YG2J4NRW6F3PDTET427PNA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/2PKQEEMNVLF43NGC4LN6TCO3A2G3Y3YG2J4NRW6F3PDTET427PNA
2023-07-30 17:57:19,Fee,,,,,ALGO,0.001,2ZJLORXHBFVXO3ACKVEH5AWAJQ6WBS6LMAVX4YVOORONRMIVKM2Q,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/2ZJLORXHBFVXO3ACKVEH5AWAJQ6WBS6LMAVX4YVOORONRMIVKM2Q
2023-07-30 17:57:47,Fee,,,,,ALGO,0.001,722HSLLSMRO2W3TUWSZA5LM3LMANEXWOA6SVUDXGQ74AH4ISIL5Q,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/722HSLLSMRO2W3TUWSZA5LM3LMANEXWOA6SVUDXGQ74AH4ISIL5Q
2023-07-30 17:58:28,Receive,,,AIART040,1.,,,XSKE4S5NYTMVGWCTVYIOJ47PSMTGESJKYQ5COV2KZE7IMLOWYOHQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/XSKE4S5NYTMVGWCTVYIOJ47PSMTGESJKYQ5COV2KZE7IMLOWYOHQ
2023-07-30 17:58:49,Receive,,,AIART039,1.,,,XH7M3SKXNKOOHWKYRUYFBC73NYNVA5HMWMBE2M5762WOZ6FHO2FA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/XH7M3SKXNKOOHWKYRUYFBC73NYNVA5HMWMBE2M5762WOZ6FHO2FA
2023-07-30 17:59:44,Fee,,,,,ALGO,0.001,NVBTZ6PGVRYJBV2GPGOPQPEBPZJ53P4V752QEZMV3CU3LEZV6QXQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/NVBTZ6PGVRYJBV2GPGOPQPEBPZJ53P4V752QEZMV3CU3LEZV6QXQ
2023-07-30 17:59:54,Receive,,,AI-RR,1.,,,3ADIJTU23KH7USLSDFSO3NXDL2RXTNTV4MYOTANUXJOV5EBEWS7Q,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/3ADIJTU23KH7USLSDFSO3NXDL2RXTNTV4MYOTANUXJOV5EBEWS7Q
2023-07-30 18:00:49,Fee,,,,,ALGO,0.001,RZEQJ7PXGP5H2KXJ2WB3G6TX7VAU6KMSHKGZRMSSWJBUGE4OPKNQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/RZEQJ7PXGP5H2KXJ2WB3G6TX7VAU6KMSHKGZRMSSWJBUGE4OPKNQ
2023-07-30 18:01:06,Receive,,,AI-KTP,1.,,,VAI74RPOMLEKR6724D522WFH5WPBCI4XKIZCFS2GTVSEYVW4KHPQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/VAI74RPOMLEKR6724D522WFH5WPBCI4XKIZCFS2GTVSEYVW4KHPQ
2023-07-30 18:02:15,Fee,,,,,ALGO,0.001,FN3HMTYTYR6NAOZHRAWCIYRJ4H4FK3NYMS3SS54MKSYBFV4Z75JA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/FN3HMTYTYR6NAOZHRAWCIYRJ4H4FK3NYMS3SS54MKSYBFV4Z75JA
2023-07-30 18:02:38,Receive,,,SVTC006C,1.,,,MTWNNN4JVZ7ZXAKSMRCZ7OKSMF53BVIO447VF2JKORWDZAQXWAAA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/MTWNNN4JVZ7ZXAKSMRCZ7OKSMF53BVIO447VF2JKORWDZAQXWAAA
2023-07-30 18:31:15,Fee,,,,,ALGO,0.001,MPAVX6PKLQ6A3TFAXMRM4MW7RVZJGBA4DG4ZKYQZMD5Y4465AS5Q,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/MPAVX6PKLQ6A3TFAXMRM4MW7RVZJGBA4DG4ZKYQZMD5Y4465AS5Q
2023-07-30 18:32:34,Fee,,,,,ALGO,0.001,WPV5UZJUMDOBK3DTTRR5DIGJHS72OK4PQ7PXGRLR73XMNOZHETDA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/WPV5UZJUMDOBK3DTTRR5DIGJHS72OK4PQ7PXGRLR73XMNOZHETDA
2023-07-30 18:32:47,Receive,,,AIART021,1.,,,3KX6DQFYXY5FWMRTNYSUAT2CW2QGGGWFXFYESI6ZI6JX5FQKJOWQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/3KX6DQFYXY5FWMRTNYSUAT2CW2QGGGWFXFYESI6ZI6JX5FQKJOWQ
2023-07-30 18:33:14,Fee,,,,,ALGO,0.001,DW4PDKXJJC5NYYTN3JKP47AJC3JCCVEGQQZJ5LXRPFUE2HRLXVOA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/DW4PDKXJJC5NYYTN3JKP47AJC3JCCVEGQQZJ5LXRPFUE2HRLXVOA
2023-07-30 18:33:59,Fee,,,,,ALGO,0.001,KEIGRK2O4CKL4324LPSJWOYKPBZ362LQAOGVDXRYOHNYCQY6NM6A,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/KEIGRK2O4CKL4324LPSJWOYKPBZ362LQAOGVDXRYOHNYCQY6NM6A
2023-07-30 18:34:16,Receive,,,DEV-266,1.,,,A2JNC4RI4BAKAAS53WETJOLNWCUZ7BQLQJYDRO6JRIUWVYIP3DEA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/A2JNC4RI4BAKAAS53WETJOLNWCUZ7BQLQJYDRO6JRIUWVYIP3DEA
2023-07-30 19:13:12,Fee,,,,,ALGO,0.001,P73M3POXNXOZKRFRDVCA573B3NA44SW7F5AB3ZHIU57JOAHY3KFQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/P73M3POXNXOZKRFRDVCA573B3NA44SW7F5AB3ZHIU57JOAHY3KFQ
2023-07-30 19:13:33,Receive,,,PORTAL#3,1.,,,HNQPP6HOVETKQRNKVJUCXWEL6YHPHMOTJE5RTVOZF7VCJK4JAKDQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/HNQPP6HOVETKQRNKVJUCXWEL6YHPHMOTJE5RTVOZF7VCJK4JAKDQ
2023-07-30 19:15:50,Fee,,,,,ALGO,0.001,4WNTP3CEQPWITQEZG75K2XH4FSI5ITL4VG4OPUVX4GRTWH7L65VA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/4WNTP3CEQPWITQEZG75K2XH4FSI5ITL4VG4OPUVX4GRTWH7L65VA
2023-07-30 19:16:07,Receive,,,TREAT,21.,,,J7WR5RKE2DIMQRRTEBWAC7BPQQQ2XD3G6SIOSFZ5AU7DQJGU3URQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/J7WR5RKE2DIMQRRTEBWAC7BPQQQ2XD3G6SIOSFZ5AU7DQJGU3URQ
2023-07-30 19:27:55,Fee,,,,,ALGO,0.001,2VBN3A24CO6KA567LLXXJMASJA3PSMJJIQAAEKRIDRC6CJLBQE6Q,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/2VBN3A24CO6KA567LLXXJMASJA3PSMJJIQAAEKRIDRC6CJLBQE6Q
2023-07-30 19:28:16,Receive,,,AIART008,1.,,,FB7RMU6N5OWKEQEHNIVDFF7UW2MVV3OP4OAWRJ3MNMGDJU7IWLIQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/FB7RMU6N5OWKEQEHNIVDFF7UW2MVV3OP4OAWRJ3MNMGDJU7IWLIQ
2023-07-30 19:28:43,Fee,,,,,ALGO,0.001,EHPCAIW26ZNAHE3QKQ47E6D52CPXCXUREPJ7EONGT3FVTINZTPGQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/EHPCAIW26ZNAHE3QKQ47E6D52CPXCXUREPJ7EONGT3FVTINZTPGQ
2023-07-30 19:29:00,Receive,,,BFV001A,1.,,,CSYSEI3TNV6KHJ4MV4DD2VECVUGRIVARXBMAO7NRNHAVXIBROA5A,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/CSYSEI3TNV6KHJ4MV4DD2VECVUGRIVARXBMAO7NRNHAVXIBROA5A
2023-07-30 19:29:28,Fee,,,,,ALGO,0.001,DRE5XSSS6AICA6SSRCLXVCR3B7ADKDEVTPGCJYSNMFPH3LHP4FRQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/DRE5XSSS6AICA6SSRCLXVCR3B7ADKDEVTPGCJYSNMFPH3LHP4FRQ
2023-07-30 19:29:42,Receive,,,SMC4704,1.,,,OTLDRPLXCZI5GJG5AERGL5VP7CSINMR5NDO4ZC6474NBT6GPCDDA,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/OTLDRPLXCZI5GJG5AERGL5VP7CSINMR5NDO4ZC6474NBT6GPCDDA
2023-07-30 19:32:42,Fee,,,,,ALGO,0.001,6S6W5UPV3UPERG7GJAHJJG4SX6R6A5UOC5QWQ624EQF7HNI5QGBA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/6S6W5UPV3UPERG7GJAHJJG4SX6R6A5UOC5QWQ624EQF7HNI5QGBA
2023-07-30 19:33:17,Receive,,,SMC3117,1.,,,OSBUXC6EIHJ5NTPXWIHOHYFOEOCK7YCWOIGRLXPKS26S6GZBYJRQ,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/OSBUXC6EIHJ5NTPXWIHOHYFOEOCK7YCWOIGRLXPKS26S6GZBYJRQ
2023-07-30 19:33:44,Fee,,,,,ALGO,0.001,YLSI6LQXISJSCGCSOV7RDV5PT4MO4SEQ3766M3GQZ5TDQZOMGMHQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/YLSI6LQXISJSCGCSOV7RDV5PT4MO4SEQ3766M3GQZ5TDQZOMGMHQ
2023-07-30 19:34:04,Receive,,,WE ARE ,1.,,,PKUDH6EYPWSUUW5DLKCW4INWFAIC5SM26B5QG7U2EAHSR274DJ5Q,Receiver,HSY2V6IMWVOTZB6I6X7DULB7VD6N7MU65QQMN4TVOJCJ4K2DD2KN2J6ZIU,https://lora.algokit.io/mainnet/transaction/PKUDH6EYPWSUUW5DLKCW4INWFAIC5SM26B5QG7U2EAHSR274DJ5Q
