time,type,sentCurrency,sentQuantity,receivedCurrency,receivedQuantity,feeCurrency,feeQuantity,id,description
2024-05-25 18:47:16,,,,PGOLD,0.0042201,,,43CPXS67S2MUBTGXNEOCCINMJI77QISRWEE4B7HAPA3MDP3OPTRQ,Receiver
2024-05-25 18:47:22,,,,NIKO,0.143897,,,CDN6GTCWKY4FYLPVUVBSKWLSUR2N5S56POL6P2HFHY66BFCE2GMA,Receiver
2024-05-25 18:47:27,,,,TMPOOL2,1.714664,,,IKODZNG7JOX5ZCCQBBCZZWKVJUVZLOHIK3WNCK4FQRIALPTTPIQA,Receiver
2024-05-25 18:48:08,,,,OTSDGFKD,25.588679,,,CKP3Z2SUPAIXEBCPLRLE6GL57ACROQDAMM5TW7ZDBWL7JITN35AA,Receiver
2024-05-25 18:48:14,,,,RWA,3.341453,,,3O3RFPRUJIGUCGKG7WMMCXSGI6YNXGTH4UJW7MTRBT76LCK6X6MQ,Receiver
2024-05-25 18:48:19,,,,REA,0.0274,,,DNWO5DGJBVUZZ74752N3YEG5676LPCXRIIGVHQIKUE3EOB7V53GA,Receiver
2024-05-26 17:53:42,,TMPOOL2,839.725894,,,ALGO,0.001,33NZTXWFOJXNC6ZZFROVUUZURR3H6U3ZU447CC6XN3BZZP4ARUHQ,Sender
2024-05-26 17:58:44,,,,ALGO,0.000084,,,G-FTwyU - XY7XOJOP3IMQQ4NT3MLN3TLENE4GPHSRONKL67KRU4EGFEDNQDBQ,1 txns.  
2024-05-26 17:58:5,,,,ALGO,0.000013,,,ENM3LXVIZDTTQP7HGNQPGMTWNBJ4MTBWEGBLIXBVTSMRD4ITG5OA,Receiver
2024-05-26 19:11:15,,,,,,ALGO,0.002,G-ae0S/ - 5FL4VLMNPMJQJB6RBXRLYP75ELWMHJUXN2I2QUFWAQDAAW4AYXCQ,2 txns. Tinyman : Tinyman Staking : Claim 
2024-05-26 19:11:15,,,,RWA,1894.64732,,,G-ae0S/ - 6SJNZW3TKTCYKMDFFEPOFADSOWDX4QQQJCE2OD5DZ7HSGLOTDDGQ,2 txns. Tinyman : Tinyman Staking : Claim 
2024-05-26 19:11:18,,,,,,ALGO,0.002,G-/G0Sy - Z5RYSQUU7G5JCRGGOWG2DUNDG4RASBMK5QU2JRGEBKNYLLLZE3GQ,2 txns. Tinyman : Tinyman Staking : Claim 
