time,type,sentCurrency,sentQuantity,receivedCurrency,receivedQuantity,feeCurrency,feeQuantity,id,description,txn partner
2024-06-01 03:45:12,pay,,,ALGO,24.9,,,TCHHPVFSICHEORXTDQHHSO7YMSY42J3NOTDUNRTFDCVYCKS5BBNA,Receiver,IVBHJFH...
2024-06-11 01:42:21,pay,ALGO,0.1,,,ALGO,0.001,X4XIUYETARB3CQN3IDJTYUPQTWAVBA6ZFRK3C4ZEQQN4ZRODERSQ,Sender,QWQVT4W...
2024-06-11 01:49:18,pay,ALGO,0.2,,,ALGO,0.001,7YZDQOHS3UXI57BKMM5Y2HE6D77PS4VDF5L6JNKVTW2ZS2ZT7GLQ,Sender,262QOWZ...
2024-06-11 02:26:34,pay,ALGO,0.2,,,ALGO,0.001,5DKMH2VQMYZC2SHKMALE2QJLW2UTUHPMBC2DKUPY23OPGPFXZTFA,Sender,6YYNPQS...
2024-06-11 02:27:4,pay,ALGO,0.1,,,ALGO,0.001,B23C5R2JZEIZSCQ3PI4I4C7X73OX2L2QVU2RHBNWYQRXP7A5HB5A,Sender,3Y37M5B...
2024-06-11 05:28:07,pay,ALGO,0.2,,,ALGO,0.001,CETMMPJT6PB6R774RPVDIGQSHLXGGG3BYZ3HRPUFBEEQAQCWJITQ,Sender,262QOWZ...
2024-06-11 05:30:07,pay,ALGO,0.2,,,ALGO,0.001,CD2RRWHZZW4ELNXLXQJFBOYJO2AXMYE3VBI3PJLFF6CWJUHJZR7A,Sender,6YYNPQS...
2024-06-14 01:01:43,pay,ALGO,0.1,,,ALGO,0.001,EXMZBHCMHVZ5TJIS6PIBGHRMZNAQWD77HXAWPUCICYGI4GTMYFVA,Sender,E2ROUAC...
2024-06-14 22:47:12,pay,ALGO,0.1,,,ALGO,0.001,BFJZ2SK34KM6HXXZEFP4FPKG3GIAHIJWENJJKZ6IFESR572MVV3Q,Sender,ZG54ZBZ...
